"iso3","country","sector","mt"
"GEO","Georgia","Buildings",3.25443094186793
"GEO","Georgia","Fuel Exploitation",0.329397156420496
"GEO","Georgia","Industrial Combustion",1.62085015576891
"GEO","Georgia","Power Industry",1.47930133512959
"GEO","Georgia","Processes",3.45200781622154
"GEO","Georgia","Transport",4.79256811490714
"GEO","Georgia","Waste",2.00462217061445
"GHA","Ghana","Agriculture",8.6801193108468
"GHA","Ghana","Buildings",1.64662244570636
"GHA","Ghana","Fuel Exploitation",8.79360172496023
"GHA","Ghana","Industrial Combustion",2.06626712705634
"GHA","Ghana","Power Industry",7.54027223544519
"GHA","Ghana","Processes",5.60771395244294
"GHA","Ghana","Transport",10.0615824905407
"GHA","Ghana","Waste",3.69776961703996
"GIB","Gibraltar","Buildings",7.4397525e-06
"GIB","Gibraltar","Power Industry",0.104143886339577
"GIB","Gibraltar","Processes",0.00275449227834436
"GIB","Gibraltar","Transport",0.536196728126368
"GIB","Gibraltar","Waste",0.0158019804460794
"GIN","Guinea","Agriculture",17.4216765469611
"GIN","Guinea","Buildings",1.99591982974442
"GIN","Guinea","Fuel Exploitation",1.35030472689826
"GIN","Guinea","Industrial Combustion",0.550505662812397
"GIN","Guinea","Power Industry",0.848108348114952
"GIN","Guinea","Processes",1.77377041831408
"GIN","Guinea","Transport",2.70130679723186
"GIN","Guinea","Waste",2.73432160656289
"GLOBAL TOTAL","GLOBAL TOTAL","Agriculture",6241.23483415212
"GLOBAL TOTAL","GLOBAL TOTAL","Buildings",3549.51321469046
"GLOBAL TOTAL","GLOBAL TOTAL","Fuel Exploitation",6032.76798877207
"GLOBAL TOTAL","GLOBAL TOTAL","Industrial Combustion",6502.37882202787
"GLOBAL TOTAL","GLOBAL TOTAL","Power Industry",15639.8640348089
"GLOBAL TOTAL","GLOBAL TOTAL","Processes",4996.1666488101
"GLOBAL TOTAL","GLOBAL TOTAL","Transport",8441.59827299474
"GLOBAL TOTAL","GLOBAL TOTAL","Waste",1802.87744960341
"GLP","Guadeloupe","Agriculture",0.172484450979409
"GLP","Guadeloupe","Buildings",0.0692211042567256
"GLP","Guadeloupe","Fuel Exploitation",0.00952399275577635
"GLP","Guadeloupe","Industrial Combustion",0.0318384498716711
"GLP","Guadeloupe","Power Industry",0.545327545918688
"GLP","Guadeloupe","Processes",0.138920451632082
"GLP","Guadeloupe","Transport",0.392263427620396
"GLP","Guadeloupe","Waste",0.089330130772439
"GMB","The Gambia","Agriculture",0.69282573692662
"GMB","The Gambia","Buildings",0.158331557236371
"GMB","The Gambia","Fuel Exploitation",0.215709176902671
"GMB","The Gambia","Industrial Combustion",0.059470335474458
"GMB","The Gambia","Power Industry",0.0918381284061832
"GMB","The Gambia","Processes",0.0216917253756207
"GMB","The Gambia","Transport",0.292555585180765
"GMB","The Gambia","Waste",0.327082907933919
"GNB","Guinea-Bissau","Agriculture",1.82330464591378
"GNB","Guinea-Bissau","Buildings",0.403224325964588
"GNB","Guinea-Bissau","Fuel Exploitation",0.244548957208052
"GNB","Guinea-Bissau","Industrial Combustion",0.0416894641181557
"GNB","Guinea-Bissau","Power Industry",0.0637608494309829
"GNB","Guinea-Bissau","Processes",0.0347944022469686
"GNB","Guinea-Bissau","Transport",0.202794528860677
"GNB","Guinea-Bissau","Waste",0.374516076495999
"GNQ","Equatorial Guinea","Agriculture",0.025759426349027
"GNQ","Equatorial Guinea","Buildings",0.165480798725188
"GNQ","Equatorial Guinea","Fuel Exploitation",4.41406834482128
"GNQ","Equatorial Guinea","Industrial Combustion",1.06506178338954
"GNQ","Equatorial Guinea","Power Industry",0.579350989606464
"GNQ","Equatorial Guinea","Processes",1.07100389543219
"GNQ","Equatorial Guinea","Transport",0.456872037925827
"GNQ","Equatorial Guinea","Waste",0.361104666629687
"GRC","Greece","Agriculture",6.70759556020933
"GRC","Greece","Buildings",5.78856378944555
"GRC","Greece","Fuel Exploitation",6.39803080384331
"GRC","Greece","Industrial Combustion",4.53576395431543
"GRC","Greece","Power Industry",15.1472244157792
"GRC","Greece","Processes",8.92282121123089
"GRC","Greece","Transport",18.7811881615137
"GRC","Greece","Waste",5.21888754939958
"GRD","Grenada","Agriculture",0.0184487137001667
"GRD","Grenada","Buildings",0.0142120298949788
"GRD","Grenada","Fuel Exploitation",0
"GRD","Grenada","Industrial Combustion",0.0120624104217142
"GRD","Grenada","Power Industry",0.0891009834965099
"GRD","Grenada","Processes",0.00674456156814498
"GRD","Grenada","Transport",0.0610717689142173
"GRD","Grenada","Waste",0.0393504507643905
"GRL","Greenland","Agriculture",0.0056832809830517
"GRL","Greenland","Buildings",0.343354770868969
"GRL","Greenland","Fuel Exploitation",0.0096127339652073
"GRL","Greenland","Industrial Combustion",0.0516635171325282
"GRL","Greenland","Power Industry",0.0875436739298112
"GRL","Greenland","Processes",0.00323226708750245
"GRL","Greenland","Transport",0.104098389737495
"GRL","Greenland","Waste",0.054065997511331
"GTM","Guatemala","Agriculture",11.1896787870664
"GTM","Guatemala","Buildings",4.45243374104975
"GTM","Guatemala","Fuel Exploitation",0.572278436024771
"GTM","Guatemala","Industrial Combustion",4.04272127696875
"GTM","Guatemala","Power Industry",2.00313328768106
"GTM","Guatemala","Processes",2.14446455094527
"GTM","Guatemala","Transport",11.2144580751177
"GTM","Guatemala","Waste",7.85299993450639
"GUF","French Guiana","Agriculture",0.0559503403828157
"GUF","French Guiana","Buildings",0.0400058821730322
"GUF","French Guiana","Fuel Exploitation",0.0461981138943658
"GUF","French Guiana","Industrial Combustion",0.0126641576698981
"GUF","French Guiana","Power Industry",0.192448005464272
"GUF","French Guiana","Processes",0.0464307798792426
"GUF","French Guiana","Transport",0.131005928581874
"GUF","French Guiana","Waste",0.0615569786264647
"GUY","Guyana","Agriculture",2.0167709587447
"GUY","Guyana","Buildings",0.243923271778789
"GUY","Guyana","Fuel Exploitation",2.63400744006684
"GUY","Guyana","Industrial Combustion",0.802074759927036
"GUY","Guyana","Power Industry",1.15192690625783
"GUY","Guyana","Processes",0.257482587017889
"GUY","Guyana","Transport",1.14862954100301
"GUY","Guyana","Waste",0.476046361229092
"HKG","Hong Kong","Agriculture",0.030470978677122
"HKG","Hong Kong","Buildings",1.83794398942148
"HKG","Hong Kong","Fuel Exploitation",0.505890494269918
"HKG","Hong Kong","Industrial Combustion",0.53527222195285
"HKG","Hong Kong","Power Industry",22.7987536566152
"HKG","Hong Kong","Processes",1.03823858915405
"HKG","Hong Kong","Transport",8.59516614005467
"HKG","Hong Kong","Waste",4.96531597354269
"HND","Honduras","Agriculture",6.6696605838643
"HND","Honduras","Buildings",1.16419198972767
"HND","Honduras","Fuel Exploitation",0.0356440852286241
"HND","Honduras","Industrial Combustion",1.46759417730745
"HND","Honduras","Power Industry",4.16118034406983
"HND","Honduras","Processes",1.64466298622048
"HND","Honduras","Transport",5.43151324931526
"HND","Honduras","Waste",3.81262337751567
"HRV","Croatia","Agriculture",2.35301576351298
"HRV","Croatia","Buildings",3.04783858706052
"HRV","Croatia","Fuel Exploitation",1.15175041109947
"HRV","Croatia","Industrial Combustion",2.41353906731991
"HRV","Croatia","Power Industry",2.77203607592728
"HRV","Croatia","Processes",5.12460831210315
"HRV","Croatia","Transport",8.12722782650656
"HRV","Croatia","Waste",1.85181302714796
"HTI","Haiti","Agriculture",4.2332380589254
"HTI","Haiti","Buildings",1.10944340608899
"HTI","Haiti","Fuel Exploitation",3.79206652375799
"HTI","Haiti","Industrial Combustion",0.614549907968654
"HTI","Haiti","Power Industry",0.859682446070274
"HTI","Haiti","Processes",0.47360830902806
"HTI","Haiti","Transport",1.44091445375661
"HTI","Haiti","Waste",1.25880559164256
"HUN","Hungary","Agriculture",7.52676767071493
"HUN","Hungary","Buildings",9.98038514930305
"HUN","Hungary","Fuel Exploitation",4.32102885367089
"HUN","Hungary","Industrial Combustion",5.4061115995327
"HUN","Hungary","Power Industry",7.44749740034181
"HUN","Hungary","Processes",7.01128880053869
"HUN","Hungary","Transport",13.9374839798736
"HUN","Hungary","Waste",4.82233340714242
"IDN","Indonesia","Agriculture",142.809554084862
"IDN","Indonesia","Buildings",32.7204652752372
"IDN","Indonesia","Fuel Exploitation",311.230231871216
"IDN","Indonesia","Industrial Combustion",187.826408793652
"IDN","Indonesia","Power Industry",353.491141297733
"IDN","Indonesia","Processes",82.9183802593112
"IDN","Indonesia","Transport",154.410396787855
"IDN","Indonesia","Waste",58.3713324278587
"IND","India","Agriculture",805.633363491613
"IND","India","Buildings",256.2599724116
"IND","India","Fuel Exploitation",225.260458943769
"IND","India","Industrial Combustion",699.376612895323
"IND","India","Power Industry",1532.63134613083
"IND","India","Processes",343.610698621094
"IND","India","Transport",354.233936933726
"IND","India","Waste",154.162937827699
"IRL","Ireland","Agriculture",23.521809296818
"IRL","Ireland","Buildings",7.43720772534486
"IRL","Ireland","Fuel Exploitation",1.56912360580593
"IRL","Ireland","Industrial Combustion",3.60028667473183
"IRL","Ireland","Power Industry",7.44933720604701
"IRL","Ireland","Processes",3.24264930167337
"IRL","Ireland","Transport",11.5422449564299
"IRL","Ireland","Waste",1.31516938487614
"IRN","Iran","Agriculture",41.7911076462611
"IRN","Iran","Buildings",178.278732668272
"IRN","Iran","Fuel Exploitation",234.613397982636
"IRN","Iran","Industrial Combustion",135.956898526355
"IRN","Iran","Power Industry",204.740662149407
"IRN","Iran","Processes",90.8939366745946
"IRN","Iran","Transport",153.311690989871
"IRN","Iran","Waste",15.1786448496732
"IRQ","Iraq","Agriculture",7.3439927941926
"IRQ","Iraq","Buildings",10.3547961529148
"IRQ","Iraq","Fuel Exploitation",199.482492774148
"IRQ","Iraq","Industrial Combustion",15.9639383671572
"IRQ","Iraq","Power Industry",98.8756824094343
"IRQ","Iraq","Processes",22.1252132896603
"IRQ","Iraq","Transport",45.382504181439
"IRQ","Iraq","Waste",13.7478011138216
"ISL","Iceland","Agriculture",0.499982674360683
"ISL","Iceland","Buildings",0.566724342410807
"ISL","Iceland","Fuel Exploitation",0
"ISL","Iceland","Industrial Combustion",0.0698257466975222
"ISL","Iceland","Power Industry",0.00672940615034456
"ISL","Iceland","Processes",1.95241237590393
"ISL","Iceland","Transport",0.981067790357866
"ISL","Iceland","Waste",0.205668328306796
"ISR","Israel and Palestine, State of","Agriculture",3.1937652628344
"ISR","Israel and Palestine, State of","Buildings",2.52094961229047
"ISR","Israel and Palestine, State of","Fuel Exploitation",2.47449303357502
"ISR","Israel and Palestine, State of","Industrial Combustion",3.2750450872515
"ISR","Israel and Palestine, State of","Power Industry",28.8035318861448
"ISR","Israel and Palestine, State of","Processes",11.2084292596058
"ISR","Israel and Palestine, State of","Transport",17.7061223820826
"ISR","Israel and Palestine, State of","Waste",7.43839634157058
"ITA","Italy, San Marino and the Holy See","Agriculture",30.4223626649481
"ITA","Italy, San Marino and the Holy See","Buildings",60.0599420676816
"ITA","Italy, San Marino and the Holy See","Fuel Exploitation",18.0644744261637
"ITA","Italy, San Marino and the Holy See","Industrial Combustion",35.2419279622341
"ITA","Italy, San Marino and the Holy See","Power Industry",69.6529324836603
"ITA","Italy, San Marino and the Holy See","Processes",34.7788866252073
"ITA","Italy, San Marino and the Holy See","Transport",105.986149550925
"ITA","Italy, San Marino and the Holy See","Waste",16.9650352153602
"JAM","Jamaica","Agriculture",0.6187857161811
"JAM","Jamaica","Buildings",0.773897733487261
"JAM","Jamaica","Fuel Exploitation",0.126067886531468
"JAM","Jamaica","Industrial Combustion",1.52137752887528
"JAM","Jamaica","Power Industry",2.64567051079345
"JAM","Jamaica","Processes",0.686183853994271
"JAM","Jamaica","Transport",2.73261577814416
"JAM","Jamaica","Waste",0.320101404595623
"JOR","Jordan","Agriculture",1.17437450442071
"JOR","Jordan","Buildings",3.01219010188419
"JOR","Jordan","Fuel Exploitation",0.25314486538498
"JOR","Jordan","Industrial Combustion",2.84833789389054
"JOR","Jordan","Power Industry",8.25640179998998
"JOR","Jordan","Processes",5.84207011021284
"JOR","Jordan","Transport",8.08477126685996
"JOR","Jordan","Waste",5.38444437610301
"JPN","Japan","Agriculture",44.8488566148489
"JPN","Japan","Buildings",105.764717809387
"JPN","Japan","Fuel Exploitation",47.8894598975492
"JPN","Japan","Industrial Combustion",161.798548375548
"JPN","Japan","Power Industry",435.64424088317
"JPN","Japan","Processes",78.6958043876447
"JPN","Japan","Transport",177.187222445785
"JPN","Japan","Waste",11.5069987784008
"KAZ","Kazakhstan","Agriculture",30.2990402223637
"KAZ","Kazakhstan","Buildings",39.6932084943651
"KAZ","Kazakhstan","Fuel Exploitation",49.6765795803464
"KAZ","Kazakhstan","Industrial Combustion",25.0512083360925
"KAZ","Kazakhstan","Power Industry",130.547784918413
"KAZ","Kazakhstan","Processes",18.7053200970246
"KAZ","Kazakhstan","Transport",31.4755641431479
"KAZ","Kazakhstan","Waste",4.94464010528333
"KEN","Kenya","Agriculture",64.4890962660479
"KEN","Kenya","Buildings",5.89596311028693
"KEN","Kenya","Fuel Exploitation",8.06972139046808
"KEN","Kenya","Industrial Combustion",3.73650594977919
"KEN","Kenya","Power Industry",1.25767377137895
"KEN","Kenya","Processes",4.89636322332122
"KEN","Kenya","Transport",10.567253483265
"KEN","Kenya","Waste",3.92357461249007
"KGZ","Kyrgyzstan","Agriculture",7.58047799292445
"KGZ","Kyrgyzstan","Buildings",4.72421367330108
"KGZ","Kyrgyzstan","Fuel Exploitation",1.04926586311686
"KGZ","Kyrgyzstan","Industrial Combustion",0.523923215091258
"KGZ","Kyrgyzstan","Power Industry",2.75433906324488
"KGZ","Kyrgyzstan","Processes",1.27248498639946
"KGZ","Kyrgyzstan","Transport",1.50863411584826
"KGZ","Kyrgyzstan","Waste",2.95562208400612
"KHM","Cambodia","Agriculture",26.1733192573607
"KHM","Cambodia","Buildings",2.20678669490653
"KHM","Cambodia","Fuel Exploitation",0.799846475801366
"KHM","Cambodia","Industrial Combustion",3.1030895964873
"KHM","Cambodia","Power Industry",4.00243915441083
"KHM","Cambodia","Processes",4.54810894224196
"KHM","Cambodia","Transport",7.28837249809938
"KHM","Cambodia","Waste",1.71279229592815
"KIR","Kiribati","Agriculture",0.0063769120489248
"KIR","Kiribati","Buildings",0.0113515682115801
"KIR","Kiribati","Fuel Exploitation",0.00128681070767745
"KIR","Kiribati","Industrial Combustion",0.00972546874772069
"KIR","Kiribati","Power Industry",0.0183298897981993
"KIR","Kiribati","Processes",0.0017704007156873
"KIR","Kiribati","Transport",0.0411353643127491
"KIR","Kiribati","Waste",0.0252118989458362
"KNA","Saint Kitts and Nevis","Agriculture",0.015108065759053
"KNA","Saint Kitts and Nevis","Buildings",0.010920486651954
"KNA","Saint Kitts and Nevis","Fuel Exploitation",0
"KNA","Saint Kitts and Nevis","Industrial Combustion",0.0092569742835329
"KNA","Saint Kitts and Nevis","Power Industry",0.0684665786954125
"KNA","Saint Kitts and Nevis","Processes",0.00229774760164234
"KNA","Saint Kitts and Nevis","Transport",0.0469284951562523
"KNA","Saint Kitts and Nevis","Waste",0.0325133949682299
"KOR","South Korea","Agriculture",25.4211210305023
"KOR","South Korea","Buildings",49.7908055877884
"KOR","South Korea","Fuel Exploitation",52.8810538530589
"KOR","South Korea","Industrial Combustion",62.2111091298962
"KOR","South Korea","Power Industry",267.20926473995
"KOR","South Korea","Processes",78.4321187920608
"KOR","South Korea","Transport",110.83110238936
"KOR","South Korea","Waste",21.4686954852856
"KWT","Kuwait","Agriculture",0.443964731371519
"KWT","Kuwait","Buildings",1.17542021943132
"KWT","Kuwait","Fuel Exploitation",47.4106453455538
"KWT","Kuwait","Industrial Combustion",16.9842415977458
"KWT","Kuwait","Power Industry",51.2684389216879
"KWT","Kuwait","Processes",25.5540052488725
"KWT","Kuwait","Transport",19.2705157185404
"KWT","Kuwait","Waste",11.2234649103658
"LAO","Laos","Agriculture",12.3162913672709
"LAO","Laos","Buildings",0.683073296920214
"LAO","Laos","Fuel Exploitation",1.67685093851086
"LAO","Laos","Industrial Combustion",1.53389478838559
"LAO","Laos","Power Industry",16.5387702550035
"LAO","Laos","Processes",5.50802360250298
"LAO","Laos","Transport",2.69668463179253
"LAO","Laos","Waste",0.596048701357901
"LBN","Lebanon","Agriculture",0.662782959059788
"LBN","Lebanon","Buildings",0.501036928827767
"LBN","Lebanon","Fuel Exploitation",0.0148325422305
"LBN","Lebanon","Industrial Combustion",1.08115722574448
"LBN","Lebanon","Power Industry",1.99679848122159
"LBN","Lebanon","Processes",4.2252253856575
"LBN","Lebanon","Transport",6.5603421375942
"LBN","Lebanon","Waste",3.74413896565755
"LBR","Liberia","Agriculture",0.52775107226352
"LBR","Liberia","Buildings",1.37190986741806
"LBR","Liberia","Fuel Exploitation",1.04718471748837
"LBR","Liberia","Industrial Combustion",0.0834022401264955
"LBR","Liberia","Power Industry",0.126414727574747
"LBR","Liberia","Processes",0.30951154180318
"LBR","Liberia","Transport",0.401473040025491
"LBR","Liberia","Waste",0.59226133707578
"LBY","Libya","Agriculture",2.67635962451773
"LBY","Libya","Buildings",1.30113144220747
"LBY","Libya","Fuel Exploitation",36.4585524595973
"LBY","Libya","Industrial Combustion",2.62157783993838
"LBY","Libya","Power Industry",23.263329706906
"LBY","Libya","Processes",8.39635042938486
"LBY","Libya","Transport",20.2751320451285
"LBY","Libya","Waste",3.17844256908529
"LCA","Saint Lucia","Agriculture",0.0304696049597434
"LCA","Saint Lucia","Buildings",0.0256470634280767
"LCA","Saint Lucia","Fuel Exploitation",0.00295787582084162
"LCA","Saint Lucia","Industrial Combustion",0.0212134550315315
"LCA","Saint Lucia","Power Industry",0.155903710644933
"LCA","Saint Lucia","Processes",0.0889856202460486
"LCA","Saint Lucia","Transport",0.106700328439237
"LCA","Saint Lucia","Waste",0.0366433141067616
"LKA","Sri Lanka","Agriculture",7.22751524122102
"LKA","Sri Lanka","Buildings",2.00733245463946
"LKA","Sri Lanka","Fuel Exploitation",0.0172457512313174
"LKA","Sri Lanka","Industrial Combustion",1.14575943221359
"LKA","Sri Lanka","Power Industry",8.3418666154139
"LKA","Sri Lanka","Processes",2.92371100456552
"LKA","Sri Lanka","Transport",10.5343538960566
"LKA","Sri Lanka","Waste",4.9687501682256
"LSO","Lesotho","Agriculture",1.08833033103166
"LSO","Lesotho","Buildings",0.45927185621646
"LSO","Lesotho","Fuel Exploitation",0.339612051096449
"LSO","Lesotho","Industrial Combustion",0.121484525945075
"LSO","Lesotho","Power Industry",0.187480812021204
"LSO","Lesotho","Processes",0.056881228700464
"LSO","Lesotho","Transport",0.596896340514823
"LSO","Lesotho","Waste",0.205008021202498
"LTU","Lithuania","Agriculture",5.44379093570049
"LTU","Lithuania","Buildings",1.54353731070026
"LTU","Lithuania","Fuel Exploitation",1.69153141585933
"LTU","Lithuania","Industrial Combustion",1.02701353550147
"LTU","Lithuania","Power Industry",1.10851512711837
"LTU","Lithuania","Processes",3.85044525440459
"LTU","Lithuania","Transport",6.05153726399212
"LTU","Lithuania","Waste",0.819336270318642
"LUX","Luxembourg","Agriculture",0.60636561533485
"LUX","Luxembourg","Buildings",1.51362890861981
"LUX","Luxembourg","Fuel Exploitation",0.027456483074003
"LUX","Luxembourg","Industrial Combustion",0.666555438882924
"LUX","Luxembourg","Power Industry",0.170984299480778
"LUX","Luxembourg","Processes",0.58363593525902
"LUX","Luxembourg","Transport",4.36050683614542
"LUX","Luxembourg","Waste",0.124533903164631
"LVA","Latvia","Agriculture",3.39283360812556
"LVA","Latvia","Buildings",1.51123304406864
"LVA","Latvia","Fuel Exploitation",0.214851501085314
"LVA","Latvia","Industrial Combustion",0.660563137836491
"LVA","Latvia","Power Industry",1.10091004420098
"LVA","Latvia","Processes",1.19722097699105
"LVA","Latvia","Transport",2.95506093875197
"LVA","Latvia","Waste",0.609715599346503
"MAC","Macao","Agriculture",0.0035890880058408
"MAC","Macao","Buildings",0.220555361252444
"MAC","Macao","Fuel Exploitation",0.0763773149316678
"MAC","Macao","Industrial Combustion",0.212156525992652
"MAC","Macao","Power Industry",0.425725549953409
"MAC","Macao","Processes",0.0163735845161103
"MAC","Macao","Transport",0.816168513934151
"MAC","Macao","Waste",0.0491488887523509
"MAR","Morocco","Agriculture",12.5228988020963
"MAR","Morocco","Buildings",12.8134046489544
"MAR","Morocco","Fuel Exploitation",0.147379248365814
"MAR","Morocco","Industrial Combustion",6.71361565214534
"MAR","Morocco","Power Industry",26.8112602768897
"MAR","Morocco","Processes",7.3079263904049
"MAR","Morocco","Transport",19.778007179729
"MAR","Morocco","Waste",22.6419315420951
"MDA","Moldova","Agriculture",1.77351489272029
"MDA","Moldova","Buildings",1.6468406246077
"MDA","Moldova","Fuel Exploitation",0.11832703635155
"MDA","Moldova","Industrial Combustion",0.267871823174608
"MDA","Moldova","Power Industry",3.65761471155067
"MDA","Moldova","Processes",0.954230705027938
"MDA","Moldova","Transport",2.20893196953301
"MDA","Moldova","Waste",1.03099274664837
"MDG","Madagascar","Agriculture",21.7628522556275
"MDG","Madagascar","Buildings",2.38256457332857
"MDG","Madagascar","Fuel Exploitation",3.09947110239675
"MDG","Madagascar","Industrial Combustion",0.718882383286371
"MDG","Madagascar","Power Industry",1.98931001064488
"MDG","Madagascar","Processes",1.36621889009831
"MDG","Madagascar","Transport",1.60081336057571
"MDG","Madagascar","Waste",2.86985393546094
"MDV","Maldives","Agriculture",2.18179009561097e-05
"MDV","Maldives","Buildings",0.260422784431261
"MDV","Maldives","Fuel Exploitation",0.00272023601466446
"MDV","Maldives","Industrial Combustion",0.229800092988686
"MDV","Maldives","Power Industry",0.433205754398703
"MDV","Maldives","Processes",0.0200680528312133
"MDV","Maldives","Transport",0.975941103836917
"MDV","Maldives","Waste",0.171193147141582
"MEX","Mexico","Agriculture",119.163431551935
"MEX","Mexico","Buildings",34.8236665427765
"MEX","Mexico","Fuel Exploitation",70.8841177463634
"MEX","Mexico","Industrial Combustion",44.7675817422379
"MEX","Mexico","Power Industry",155.491470248122
"MEX","Mexico","Processes",81.0827435030963
"MEX","Mexico","Transport",129.170956249429
"MEX","Mexico","Waste",51.3954018953916
"MKD","North Macedonia","Agriculture",0.737311656948546
"MKD","North Macedonia","Buildings",0.252886591754089
"MKD","North Macedonia","Fuel Exploitation",0.110019439895577
"MKD","North Macedonia","Industrial Combustion",0.656597877780084
"MKD","North Macedonia","Power Industry",3.42984762281102
"MKD","North Macedonia","Processes",1.36004534206269
"MKD","North Macedonia","Transport",2.48794990197132
"MKD","North Macedonia","Waste",0.777437901651875
"MLI","Mali","Agriculture",36.8254058330066
"MLI","Mali","Buildings",1.41896136123762
"MLI","Mali","Fuel Exploitation",0.55645130898381
"MLI","Mali","Industrial Combustion",0.799233944612137
"MLI","Mali","Power Industry",1.2354148090507
"MLI","Mali","Processes",1.42667679255841
"MLI","Mali","Transport",3.93613240545264
"MLI","Mali","Waste",1.81023309115877
"MLT","Malta","Agriculture",0.068548595296637
"MLT","Malta","Buildings",0.140933734257057
"MLT","Malta","Fuel Exploitation",2.627960660737e-05
"MLT","Malta","Industrial Combustion",0.0654311751008147
"MLT","Malta","Power Industry",0.823315799078952
"MLT","Malta","Processes",0.175408185718995
"MLT","Malta","Transport",0.778991015431797
"MLT","Malta","Waste",0.190964443035563
"MMR","Myanmar/Burma","Agriculture",76.9227022388765
"MMR","Myanmar/Burma","Buildings",6.1175128898685
"MMR","Myanmar/Burma","Fuel Exploitation",2.16047828988322
"MMR","Myanmar/Burma","Industrial Combustion",3.37995013490852
"MMR","Myanmar/Burma","Power Industry",6.28813493718899
"MMR","Myanmar/Burma","Processes",4.66906230603196
"MMR","Myanmar/Burma","Transport",13.7682096367464
"MMR","Myanmar/Burma","Waste",4.48148594010125
"MNG","Mongolia","Agriculture",29.820203711544
"MNG","Mongolia","Buildings",3.65492768772825
"MNG","Mongolia","Fuel Exploitation",46.0976481098769
"MNG","Mongolia","Industrial Combustion",2.35122021535494
"MNG","Mongolia","Power Industry",17.878748040191
"MNG","Mongolia","Processes",0.71473489544791
"MNG","Mongolia","Transport",3.24522095350031
"MNG","Mongolia","Waste",0.592262347778597
"MOZ","Mozambique","Agriculture",7.1528447481898
"MOZ","Mozambique","Buildings",2.16733000638166
"MOZ","Mozambique","Fuel Exploitation",11.7980836786006
"MOZ","Mozambique","Industrial Combustion",1.07716922024162
"MOZ","Mozambique","Power Industry",1.5450081185414
"MOZ","Mozambique","Processes",2.95425507910816
"MOZ","Mozambique","Transport",4.59794997993746
"MOZ","Mozambique","Waste",2.33294916976838
"MRT","Mauritania","Agriculture",9.4490019583083
"MRT","Mauritania","Buildings",0.802133006918742
"MRT","Mauritania","Fuel Exploitation",0.7238656120932
"MRT","Mauritania","Industrial Combustion",0.559570462907901
"MRT","Mauritania","Power Industry",0.865423117623439
"MRT","Mauritania","Processes",1.31710296836162
"MRT","Mauritania","Transport",2.75752347055935
"MRT","Mauritania","Waste",1.03400006787252
"MTQ","Martinique","Agriculture",0.031874834611173
"MTQ","Martinique","Buildings",0.0688036924002019
"MTQ","Martinique","Fuel Exploitation",0.00788841373799267
"MTQ","Martinique","Industrial Combustion",0.0314537138683312
"MTQ","Martinique","Power Industry",0.537096702444368
"MTQ","Martinique","Processes",0.0759177572648237
"MTQ","Martinique","Transport",0.38626978777269
"MTQ","Martinique","Waste",0.062502603567494
"MUS","Mauritius","Agriculture",0.119272632800954
"MUS","Mauritius","Buildings",0.244149763838428
"MUS","Mauritius","Fuel Exploitation",0.000678000770071331
"MUS","Mauritius","Industrial Combustion",0.355029337674073
"MUS","Mauritius","Power Industry",2.56856268523182
"MUS","Mauritius","Processes",1.38917187318901
"MUS","Mauritius","Transport",1.25179353932988
"MUS","Mauritius","Waste",0.542937964240574
"MWI","Malawi","Agriculture",9.2222976703586
"MWI","Malawi","Buildings",1.11777300271458
"MWI","Malawi","Fuel Exploitation",1.9246177240212
"MWI","Malawi","Industrial Combustion",2.42551685393837
"MWI","Malawi","Power Industry",0.50458063808893
"MWI","Malawi","Processes",0.95334774209444
"MWI","Malawi","Transport",1.37237431079642
"MWI","Malawi","Waste",1.50305658047234
"MYS","Malaysia","Agriculture",9.1683553379243
"MYS","Malaysia","Buildings",8.64415175188061
"MYS","Malaysia","Fuel Exploitation",51.8696599565934
"MYS","Malaysia","Industrial Combustion",35.3880543402153
"MYS","Malaysia","Power Industry",129.184702815982
"MYS","Malaysia","Processes",23.7855576852431
"MYS","Malaysia","Transport",61.217483971502
"MYS","Malaysia","Waste",12.9088622043796
"NAM","Namibia","Agriculture",8.5761122188756
"NAM","Namibia","Buildings",1.06119834869942
"NAM","Namibia","Fuel Exploitation",1.1120010493645
"NAM","Namibia","Industrial Combustion",0.235469552343453
"NAM","Namibia","Power Industry",0.0331100475207761
"NAM","Namibia","Processes",0.776007744017589
"NAM","Namibia","Transport",2.02870402269597
"NAM","Namibia","Waste",0.389528830398279
"NCL","New Caledonia","Agriculture",0.179974990619865
"NCL","New Caledonia","Buildings",0.334472274472022
"NCL","New Caledonia","Fuel Exploitation",0.00198482915304914
"NCL","New Caledonia","Industrial Combustion",2.14001347733479
"NCL","New Caledonia","Power Industry",1.35773795993759
"NCL","New Caledonia","Processes",0.059592653591176
"NCL","New Caledonia","Transport",1.25298316242404
"NCL","New Caledonia","Waste",0.0548528204514404
"NER","Niger","Agriculture",33.8422353406683
"NER","Niger","Buildings",1.41280330906407
"NER","Niger","Fuel Exploitation",0.651352949618565
"NER","Niger","Industrial Combustion",0.344146032677487
"NER","Niger","Power Industry",0.726364774692876
"NER","Niger","Processes",0.942395483499515
"NER","Niger","Transport",1.5696997866703
"NER","Niger","Waste",1.65714927660202
"NGA","Nigeria","Agriculture",80.9872692480174
"NGA","Nigeria","Buildings",14.2075271690827
"NGA","Nigeria","Fuel Exploitation",98.8153834090741
"NGA","Nigeria","Industrial Combustion",11.3297622773341
