"iso3","country","sector","mt"
"BGD","Bangladesh","Fuel Exploitation",3.52334546629741
"BGD","Bangladesh","Industrial Combustion",20.9085166800261
"BGD","Bangladesh","Power Industry",61.405533482215
"BGD","Bangladesh","Processes",17.517518589458
"BGD","Bangladesh","Transport",14.0086549090842
"BGD","Bangladesh","Waste",19.0574691972933
"BGR","Bulgaria","Agriculture",6.09948192063268
"BGR","Bulgaria","Buildings",1.39683818193852
"BGR","Bulgaria","Fuel Exploitation",3.19546100572209
"BGR","Bulgaria","Industrial Combustion",3.80303975297088
"BGR","Bulgaria","Power Industry",11.8454326580877
"BGR","Bulgaria","Processes",5.6612150344674
"BGR","Bulgaria","Transport",10.3050657315313
"BGR","Bulgaria","Waste",4.37004007867199
"BHR","Bahrain","Agriculture",0.03863963739117
"BHR","Bahrain","Buildings",0.264704831383105
"BHR","Bahrain","Fuel Exploitation",26.4111165492666
"BHR","Bahrain","Industrial Combustion",2.16399485846992
"BHR","Bahrain","Power Industry",24.0732413563644
"BHR","Bahrain","Processes",6.45593278261192
"BHR","Bahrain","Transport",3.90752445023718
"BHR","Bahrain","Waste",1.10702262393663
"BHS","Bahamas","Agriculture",0.0180993217405653
"BHS","Bahamas","Buildings",0.121259818033337
"BHS","Bahamas","Fuel Exploitation",0.0102011454663469
"BHS","Bahamas","Industrial Combustion",0.100637404415499
"BHS","Bahamas","Power Industry",0.740487041830043
"BHS","Bahamas","Processes",0.0216380099183463
"BHS","Bahamas","Transport",0.506852816387713
"BHS","Bahamas","Waste",0.324697059944642
"BIH","Bosnia and Herzegovina","Agriculture",1.49289954349127
"BIH","Bosnia and Herzegovina","Buildings",1.19562991281628
"BIH","Bosnia and Herzegovina","Fuel Exploitation",4.49003073679755
"BIH","Bosnia and Herzegovina","Industrial Combustion",1.20591678435849
"BIH","Bosnia and Herzegovina","Power Industry",12.0409896826507
"BIH","Bosnia and Herzegovina","Processes",1.87838888275851
"BIH","Bosnia and Herzegovina","Transport",4.21518857240624
"BIH","Bosnia and Herzegovina","Waste",1.1076201516435
"BLR","Belarus","Agriculture",26.2333716476813
"BLR","Belarus","Buildings",7.65834917620979
"BLR","Belarus","Fuel Exploitation",5.50628428081145
"BLR","Belarus","Industrial Combustion",4.23758209576947
"BLR","Belarus","Power Industry",24.0374905472254
"BLR","Belarus","Processes",5.851731572199
"BLR","Belarus","Transport",10.1448353728828
"BLR","Belarus","Waste",3.82171653374537
"BLZ","Belize","Agriculture",0.296307795369049
"BLZ","Belize","Buildings",0.0403301859386761
"BLZ","Belize","Fuel Exploitation",0.0129521357857589
"BLZ","Belize","Industrial Combustion",0.0302895932278524
"BLZ","Belize","Power Industry",0.197276709306344
"BLZ","Belize","Processes",0.0114542455922195
"BLZ","Belize","Transport",0.13185352410947
"BLZ","Belize","Waste",0.314219927913146
"BMU","Bermuda","Agriculture",0.00295232279018786
"BMU","Bermuda","Buildings",0.033117952394008
"BMU","Bermuda","Fuel Exploitation",0
"BMU","Bermuda","Industrial Combustion",0.0183300194877938
"BMU","Bermuda","Power Industry",0.135564220904275
"BMU","Bermuda","Processes",0.00532411289939397
"BMU","Bermuda","Transport",0.0929173202947246
"BMU","Bermuda","Waste",0.017471283527234
"BOL","Bolivia","Agriculture",29.7993099370612
"BOL","Bolivia","Buildings",3.47920904115658
"BOL","Bolivia","Fuel Exploitation",3.93116460484226
"BOL","Bolivia","Industrial Combustion",3.20835068919333
"BOL","Bolivia","Power Industry",5.08669074563579
"BOL","Bolivia","Processes",1.85441641318123
"BOL","Bolivia","Transport",14.0674944129082
"BOL","Bolivia","Waste",2.33056179190772
"BRA","Brazil","Agriculture",633.989869005627
"BRA","Brazil","Buildings",49.0774771043522
"BRA","Brazil","Fuel Exploitation",63.1321501753954
"BRA","Brazil","Industrial Combustion",89.4907799900475
"BRA","Brazil","Power Industry",57.7994179142668
"BRA","Brazil","Processes",69.9726221546595
"BRA","Brazil","Transport",223.668804393534
"BRA","Brazil","Waste",112.049087701571
"BRB","Barbados","Agriculture",0.049305177015583
"BRB","Barbados","Buildings",0.0510238747937679
"BRB","Barbados","Fuel Exploitation",0.016369022188216
"BRB","Barbados","Industrial Combustion",0.0428992020931252
"BRB","Barbados","Power Industry",0.315066071113598
"BRB","Barbados","Processes",0.098995012313299
"BRB","Barbados","Transport",0.215770333802473
"BRB","Barbados","Waste",0.122625767850451
"BRN","Brunei","Agriculture",0.075381406286598
"BRN","Brunei","Buildings",0.0798861402972537
"BRN","Brunei","Fuel Exploitation",4.80304019107732
"BRN","Brunei","Industrial Combustion",0.579923708964338
"BRN","Brunei","Power Industry",4.51386558604397
"BRN","Brunei","Processes",0.422379264280011
"BRN","Brunei","Transport",1.27751726812432
"BRN","Brunei","Waste",0.113494495712591
"BTN","Bhutan","Agriculture",0.400164111818766
"BTN","Bhutan","Buildings",0.608344566145181
"BTN","Bhutan","Fuel Exploitation",0.0331738677366218
"BTN","Bhutan","Industrial Combustion",0.391881221629146
"BTN","Bhutan","Power Industry",0.251211799285593
"BTN","Bhutan","Processes",0.664141706772672
"BTN","Bhutan","Transport",0.271941047875186
"BTN","Bhutan","Waste",0.185459592325676
"BWA","Botswana","Agriculture",2.27688840364565
"BWA","Botswana","Buildings",0.4074938891345
"BWA","Botswana","Fuel Exploitation",1.09445901259374
"BWA","Botswana","Industrial Combustion",0.627902332291051
"BWA","Botswana","Power Industry",3.90479001427408
"BWA","Botswana","Processes",0.874300691765031
"BWA","Botswana","Transport",2.36111415229506
"BWA","Botswana","Waste",0.550781094748107
"CAF","Central African Republic","Agriculture",10.6113484452563
"CAF","Central African Republic","Buildings",0.803863328656326
"CAF","Central African Republic","Fuel Exploitation",0.677219486174836
"CAF","Central African Republic","Industrial Combustion",0.0409027700473082
"CAF","Central African Republic","Power Industry",0.0617372758948323
"CAF","Central African Republic","Processes",0.55398602161216
"CAF","Central African Republic","Transport",0.195752862595398
"CAF","Central African Republic","Waste",0.499479385134372
"CAN","Canada","Agriculture",67.9651856683444
"CAN","Canada","Buildings",91.4624880347131
"CAN","Canada","Fuel Exploitation",212.259318362467
"CAN","Canada","Industrial Combustion",66.3922144344413
"CAN","Canada","Power Industry",79.8285681085872
"CAN","Canada","Processes",50.9061112082778
"CAN","Canada","Transport",168.944343321288
"CAN","Canada","Waste",30.3006919429432
"CHE","Switzerland and Liechtenstein","Agriculture",5.56763616944298
"CHE","Switzerland and Liechtenstein","Buildings",9.96856170793508
"CHE","Switzerland and Liechtenstein","Fuel Exploitation",1.62789547683137
"CHE","Switzerland and Liechtenstein","Industrial Combustion",4.07345576871519
"CHE","Switzerland and Liechtenstein","Power Industry",2.69746649820089
"CHE","Switzerland and Liechtenstein","Processes",3.98042704388159
"CHE","Switzerland and Liechtenstein","Transport",14.6519454606334
"CHE","Switzerland and Liechtenstein","Waste",0.425052604617905
"CHL","Chile","Agriculture",10.4004829059245
"CHL","Chile","Buildings",9.23130605287647
"CHL","Chile","Fuel Exploitation",3.28835868427448
"CHL","Chile","Industrial Combustion",15.7607918599329
"CHL","Chile","Power Industry",19.3302790095217
"CHL","Chile","Processes",15.0977808756277
"CHL","Chile","Transport",30.2749995079725
"CHL","Chile","Waste",14.7368798815728
"CHN","China","Agriculture",765.480890626845
"CHN","China","Buildings",621.998958856637
"CHN","China","Fuel Exploitation",1565.97166974238
"CHN","China","Industrial Combustion",2802.65191964772
"CHN","China","Power Industry",6646.87520022228
"CHN","China","Processes",1944.69531675094
"CHN","China","Transport",957.390792132708
"CHN","China","Waste",231.056935000133
"CIV","Côte d’Ivoire","Agriculture",5.9668817936404
"CIV","Côte d’Ivoire","Buildings",3.9715253834486
"CIV","Côte d’Ivoire","Fuel Exploitation",5.30036084587233
"CIV","Côte d’Ivoire","Industrial Combustion",1.87155521233952
"CIV","Côte d’Ivoire","Power Industry",4.61058324925231
"CIV","Côte d’Ivoire","Processes",5.20594287119508
"CIV","Côte d’Ivoire","Transport",7.50869552852807
"CIV","Côte d’Ivoire","Waste",3.59115223702343
"CMR","Cameroon","Agriculture",11.4341330388522
"CMR","Cameroon","Buildings",3.27137803821301
"CMR","Cameroon","Fuel Exploitation",8.89394645418507
"CMR","Cameroon","Industrial Combustion",0.294354402116375
"CMR","Cameroon","Power Industry",1.99040443785667
"CMR","Cameroon","Processes",6.09329213674157
"CMR","Cameroon","Transport",3.92638945799492
"CMR","Cameroon","Waste",4.71795795005832
"COD","Democratic Republic of the Congo","Agriculture",8.3832835945597
"COD","Democratic Republic of the Congo","Buildings",8.6382139258929
"COD","Democratic Republic of the Congo","Fuel Exploitation",17.8446595899596
"COD","Democratic Republic of the Congo","Industrial Combustion",0.0393285858199753
"COD","Democratic Republic of the Congo","Power Industry",0.0118732200053562
"COD","Democratic Republic of the Congo","Processes",4.63499521899083
"COD","Democratic Republic of the Congo","Transport",5.00353025895195
"COD","Democratic Republic of the Congo","Waste",13.9358065925198
"COG","Congo","Agriculture",1.02215409412802
"COG","Congo","Buildings",0.594238819929903
"COG","Congo","Fuel Exploitation",17.1496860025494
"COG","Congo","Industrial Combustion",0.116792741071779
"COG","Congo","Power Industry",2.76145771814289
"COG","Congo","Processes",0.847283161074728
"COG","Congo","Transport",1.34687233610038
"COG","Congo","Waste",0.784541586754578
"COK","Cook Islands","Agriculture",0.0050312203186459
"COK","Cook Islands","Buildings",0.0138305218847771
"COK","Cook Islands","Fuel Exploitation",1.91444800222227e-09
"COK","Cook Islands","Industrial Combustion",0.0122958866074717
"COK","Cook Islands","Power Industry",0.0231806890367906
"COK","Cook Islands","Processes",0.00107330605620156
"COK","Cook Islands","Transport",0.0520248759738128
"COK","Cook Islands","Waste",0.00464479434418287
"COL","Colombia","Agriculture",74.682681724306
"COL","Colombia","Buildings",9.1889959959721
"COL","Colombia","Fuel Exploitation",21.9089538499767
"COL","Colombia","Industrial Combustion",13.0372229524781
"COL","Colombia","Power Industry",20.3614972908933
"COL","Colombia","Processes",16.5498344779904
"COL","Colombia","Transport",37.7849004742585
"COL","Colombia","Waste",24.071643339818
"COM","Comoros","Agriculture",0.102508245140252
"COM","Comoros","Buildings",0.0977630711098186
"COM","Comoros","Fuel Exploitation",0.154622336941049
"COM","Comoros","Industrial Combustion",0.054117705507493
"COM","Comoros","Power Industry",0.083666096280253
"COM","Comoros","Processes",0.0141350457396381
"COM","Comoros","Transport",0.266365677025089
"COM","Comoros","Waste",0.17621091009673
"CPV","Cabo Verde","Agriculture",0.110133616533265
"CPV","Cabo Verde","Buildings",0.0976505077697963
"CPV","Cabo Verde","Fuel Exploitation",0.00261508690176853
"CPV","Cabo Verde","Industrial Combustion",0.0821215801081899
"CPV","Cabo Verde","Power Industry",0.127034928650953
"CPV","Cabo Verde","Processes",0.0111362319388108
"CPV","Cabo Verde","Transport",0.404795612137791
"CPV","Cabo Verde","Waste",0.0770768840625732
"CRI","Costa Rica","Agriculture",5.99123086599456
"CRI","Costa Rica","Buildings",0.554110699123985
"CRI","Costa Rica","Fuel Exploitation",0.00746013928091698
"CRI","Costa Rica","Industrial Combustion",1.01637041543479
"CRI","Costa Rica","Power Industry",0.00538784767299496
"CRI","Costa Rica","Processes",1.15183875619093
"CRI","Costa Rica","Transport",6.34591469404213
"CRI","Costa Rica","Waste",2.00455886452652
"CUB","Cuba","Agriculture",8.1527304313398
"CUB","Cuba","Buildings",2.12514674001909
"CUB","Cuba","Fuel Exploitation",1.21652405176392
"CUB","Cuba","Industrial Combustion",5.66078677050642
"CUB","Cuba","Power Industry",10.8933353218728
"CUB","Cuba","Processes",1.68205970651569
"CUB","Cuba","Transport",1.24981078293849
"CUB","Cuba","Waste",5.00532334782973
"CYM","Cayman Islands","Agriculture",0.0057180409956182
"CYM","Cayman Islands","Buildings",0.030040989768209
"CYM","Cayman Islands","Fuel Exploitation",1.03872170291909e-05
"CYM","Cayman Islands","Industrial Combustion",0.0254578636470763
"CYM","Cayman Islands","Power Industry",0.188289711913997
"CYM","Cayman Islands","Processes",0.0063838810699138
"CYM","Cayman Islands","Transport",0.129057556787707
"CYM","Cayman Islands","Waste",0.0209781121554137
"CYP","Cyprus","Agriculture",0.593370065003384
"CYP","Cyprus","Buildings",0.495909216716113
"CYP","Cyprus","Fuel Exploitation",0.00882043313165519
"CYP","Cyprus","Industrial Combustion",0.557291836805222
"CYP","Cyprus","Power Industry",3.13365004241629
"CYP","Cyprus","Processes",1.67883393551291
"CYP","Cyprus","Transport",2.04670510162991
"CYP","Cyprus","Waste",0.828599881619317
"CZE","Czechia","Agriculture",8.09012781252068
"CZE","Czechia","Buildings",9.44965565156592
"CZE","Czechia","Fuel Exploitation",5.42604196752744
"CZE","Czechia","Industrial Combustion",9.22579761325853
"CZE","Czechia","Power Industry",32.0713914023078
"CZE","Czechia","Processes",9.90764950787317
"CZE","Czechia","Transport",20.8897939956509
"CZE","Czechia","Waste",5.31874814008992
"DEU","Germany","Agriculture",54.0495634763878
"DEU","Germany","Buildings",122.830588167362
"DEU","Germany","Fuel Exploitation",36.0983244564986
"DEU","Germany","Industrial Combustion",85.1985709151787
"DEU","Germany","Power Industry",173.10425942701
"DEU","Germany","Processes",53.1726651102751
"DEU","Germany","Transport",139.550364312746
"DEU","Germany","Waste",10.3539903897216
"DJI","Djibouti","Agriculture",0.69611046978167
"DJI","Djibouti","Buildings",0.132324861705524
"DJI","Djibouti","Fuel Exploitation",0.163813472989937
"DJI","Djibouti","Industrial Combustion",0.0855999215491773
"DJI","Djibouti","Power Industry",0.132372355241248
"DJI","Djibouti","Processes",0.207540474949922
"DJI","Djibouti","Transport",0.421448445743572
"DJI","Djibouti","Waste",0.578134569976994
"DMA","Dominica","Agriculture",0.0355993818069912
"DMA","Dominica","Buildings",0.00734316166987289
"DMA","Dominica","Fuel Exploitation",0.00200928590745216
"DMA","Dominica","Industrial Combustion",0.0058248135089517
"DMA","Dominica","Power Industry",0.0422662654511939
"DMA","Dominica","Processes",0.0026287854595557
"DMA","Dominica","Transport",0.0288396097935802
"DMA","Dominica","Waste",0.0278455931457771
"DNK","Denmark","Agriculture",10.0149011020718
"DNK","Denmark","Buildings",4.123456595774
"DNK","Denmark","Fuel Exploitation",2.04973556226352
"DNK","Denmark","Industrial Combustion",3.28768814427728
"DNK","Denmark","Power Industry",4.42736419493419
"DNK","Denmark","Processes",1.9679725854741
"DNK","Denmark","Transport",11.3860802764245
"DNK","Denmark","Waste",1.00743085273822
"DOM","Dominican Republic","Agriculture",9.43200740163231
"DOM","Dominican Republic","Buildings",2.11961106862308
"DOM","Dominican Republic","Fuel Exploitation",0.941210879996767
"DOM","Dominican Republic","Industrial Combustion",5.2783676811798
"DOM","Dominican Republic","Power Industry",14.8231404191599
"DOM","Dominican Republic","Processes",4.84149135701739
"DOM","Dominican Republic","Transport",9.15314518801704
"DOM","Dominican Republic","Waste",4.99182448774267
"DZA","Algeria","Agriculture",12.7281155513838
"DZA","Algeria","Buildings",29.7026499251018
"DZA","Algeria","Fuel Exploitation",68.000300425843
"DZA","Algeria","Industrial Combustion",16.0932888780215
"DZA","Algeria","Power Industry",44.7787124374079
"DZA","Algeria","Processes",21.3906839807209
"DZA","Algeria","Transport",49.5143347421897
"DZA","Algeria","Waste",10.491911179405
"ECU","Ecuador","Agriculture",11.6571567869706
"ECU","Ecuador","Buildings",6.96340005361236
"ECU","Ecuador","Fuel Exploitation",14.448269566147
"ECU","Ecuador","Industrial Combustion",4.61925008818847
"ECU","Ecuador","Power Industry",6.10215940321484
"ECU","Ecuador","Processes",3.55102094566737
"ECU","Ecuador","Transport",22.572423529459
"ECU","Ecuador","Waste",4.49487022159414
"EGY","Egypt","Agriculture",25.5345123250731
"EGY","Egypt","Buildings",18.4673056885612
"EGY","Egypt","Fuel Exploitation",49.7644527491411
"EGY","Egypt","Industrial Combustion",45.843333533985
"EGY","Egypt","Power Industry",96.0052775078597
"EGY","Egypt","Processes",63.1658006730421
"EGY","Egypt","Transport",63.6578005179577
"EGY","Egypt","Waste",24.159745471934
"ERI","Eritrea","Agriculture",4.2822791303204
"ERI","Eritrea","Buildings",0.288922121745434
"ERI","Eritrea","Fuel Exploitation",0.5011472358099
"ERI","Eritrea","Industrial Combustion",0.0244287303452637
"ERI","Eritrea","Power Industry",0.36584813920243
"ERI","Eritrea","Processes",0.117012124325978
"ERI","Eritrea","Transport",0.25588421983992
"ERI","Eritrea","Waste",0.743736287567071
"ESH","Western Sahara","Agriculture",0.241253329697856
"ESH","Western Sahara","Buildings",0.0370468108164339
"ESH","Western Sahara","Industrial Combustion",0.0548564447145286
"ESH","Western Sahara","Power Industry",0.0529635346868511
"ESH","Western Sahara","Processes",0.0042885219638145
"ESH","Western Sahara","Transport",0.158837811022998
"ESH","Western Sahara","Waste",0.186167570565123
"ESP","Spain and Andorra","Agriculture",41.6998378643192
"ESP","Spain and Andorra","Buildings",30.0853313795037
"ESP","Spain and Andorra","Fuel Exploitation",20.2775799054166
"ESP","Spain and Andorra","Industrial Combustion",26.0787582905538
"ESP","Spain and Andorra","Power Industry",31.1640364476383
"ESP","Spain and Andorra","Processes",25.524373777384
"ESP","Spain and Andorra","Transport",96.3720002113198
"ESP","Spain and Andorra","Waste",14.4364043709866
"EST","Estonia","Agriculture",2.39293125068469
"EST","Estonia","Buildings",0.697549930187503
"EST","Estonia","Fuel Exploitation",4.34539291274622
"EST","Estonia","Industrial Combustion",0.260603787538362
"EST","Estonia","Power Industry",3.05369727493162
"EST","Estonia","Processes",0.343343985699628
"EST","Estonia","Transport",2.46065091071727
"EST","Estonia","Waste",0.57503178657835
"ETH","Ethiopia","Agriculture",123.33298426003
"ETH","Ethiopia","Buildings",16.7124537481058
"ETH","Ethiopia","Fuel Exploitation",18.5222499238869
"ETH","Ethiopia","Industrial Combustion",6.5857377179021
"ETH","Ethiopia","Power Industry",0.00217620818289265
"ETH","Ethiopia","Processes",4.6622039348086
"ETH","Ethiopia","Transport",7.68733223718698
"ETH","Ethiopia","Waste",15.1988686793917
"EU27","EU27","Agriculture",381.881142421165
"EU27","EU27","Buildings",445.186113051692
"EU27","EU27","Fuel Exploitation",201.157528456839
"EU27","EU27","Industrial Combustion",324.168107578087
"EU27","EU27","Power Industry",598.022830342868
"EU27","EU27","Processes",291.99666103107
"EU27","EU27","Transport",791.253485842791
"EU27","EU27","Waste",130.998781436095
"FIN","Finland","Agriculture",6.0969244976479
"FIN","Finland","Buildings",3.61012710817028
"FIN","Finland","Fuel Exploitation",3.20216804598906
"FIN","Finland","Industrial Combustion",5.51261030028772
"FIN","Finland","Power Industry",8.51894434483163
"FIN","Finland","Processes",4.9408032604937
"FIN","Finland","Transport",9.18349329729414
"FIN","Finland","Waste",7.6139251173063
"FJI","Fiji","Agriculture",0.56531058327822
"FJI","Fiji","Buildings",0.218562378276814
"FJI","Fiji","Fuel Exploitation",0.00729862312396307
"FJI","Fiji","Industrial Combustion",0.181058082168121
"FJI","Fiji","Power Industry",0.336310777111072
"FJI","Fiji","Processes",0.301352582385924
"FJI","Fiji","Transport",0.754768590046316
"FJI","Fiji","Waste",0.386237193430631
"FLK","Falkland Islands","Agriculture",0.151503251155065
"FLK","Falkland Islands","Buildings",0.0016249344589239
"FLK","Falkland Islands","Fuel Exploitation",0.00115555498540163
"FLK","Falkland Islands","Industrial Combustion",0.00128269496881745
"FLK","Falkland Islands","Power Industry",0.0097567766762158
"FLK","Falkland Islands","Processes",0.000325496689482032
"FLK","Falkland Islands","Transport",0.006396651910394
"FLK","Falkland Islands","Waste",0.000849596368631552
"FRA","France and Monaco","Agriculture",67.3129485035762
"FRA","France and Monaco","Buildings",59.99772600149
"FRA","France and Monaco","Fuel Exploitation",20.1913492550868
"FRA","France and Monaco","Industrial Combustion",37.3456282252991
"FRA","France and Monaco","Power Industry",22.5347417140308
"FRA","France and Monaco","Processes",28.1868807071867
"FRA","France and Monaco","Transport",120.503350006502
"FRA","France and Monaco","Waste",22.0475658797259
"FRO","Faroes","Agriculture",0.07254998480883
"FRO","Faroes","Buildings",0
"FRO","Faroes","Processes",0.00071193454216041
"FRO","Faroes","Waste",0.0233548286257669
"GAB","Gabon","Agriculture",0.25272362894759
"GAB","Gabon","Buildings",0.650885987846484
"GAB","Gabon","Fuel Exploitation",16.6566248857844
"GAB","Gabon","Industrial Combustion",0.70406064518108
"GAB","Gabon","Power Industry",1.44206019801989
"GAB","Gabon","Processes",1.56470281290687
"GAB","Gabon","Transport",0.201635554290263
"GAB","Gabon","Waste",0.309298109020891
"GBR","United Kingdom","Agriculture",52.33458245456
"GBR","United Kingdom","Buildings",75.5829562677189
"GBR","United Kingdom","Fuel Exploitation",27.087663661373
"GBR","United Kingdom","Industrial Combustion",30.8541307292046
"GBR","United Kingdom","Power Industry",45.3202871419283
"GBR","United Kingdom","Processes",22.6136613489415
"GBR","United Kingdom","Transport",108.013470606633
"GBR","United Kingdom","Waste",24.8889643931508
"GEO","Georgia","Agriculture",2.66964700879173
